roi_id,r0,r1,c0,c1,coverage,spectral_variance,mean_reflectance
sio2 all 20 dish white_p01_r0001,32,64,32,64,1.0,1.4704126534731786e-05,0.037811636345649
sio2 all 20 dish white_p01_r0002,32,64,160,192,0.9462890625,0.00014474669441734818,0.03527147059509129
sio2 all 20 dish white_p01_r0003,64,96,32,64,1.0,7.775532761056219e-05,0.03469542130539659
sio2 all 20 dish white_p01_r0004,64,96,160,192,1.0,8.116778655469495e-06,0.021951934286390966
sio2 all 20 dish white_p01_r0005,64,96,192,224,1.0,4.879917119443845e-06,0.022818822565343296
sio2 all 20 dish white_p01_r0006,96,128,160,192,0.8515625,0.0008992770676648533,0.033250232793124175
sio2 all 20 dish white_p01_r0007,96,128,192,224,0.900390625,2.298609639133041e-05,0.027758982220089226
sio2 all 20 dish white_p01_r0008,128,160,128,160,0.9541015625,9.595417371485392e-06,0.01928255537781481
sio2 all 20 dish white_p01_r0009,160,192,96,128,1.0,1.1090826636824562e-05,0.01850250339141676
sio2 all 20 dish white_p01_r0010,160,192,128,160,1.0,1.3410377781268972e-05,0.01801766084830057
